[2026-06-04 06:51:23] iteration        1/  100000 | consumed samples:        16384 | elapsed time per iteration (ms): 446213.5 | throughput per GPU (TFLOP/s/GPU): 36.7 | learning rate: 2.000000E-07 | global batch size: 16384 | lm loss: 1.319770E+01 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 10.580 | num zeros: 262293552.0 | params norm: 13415.513 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:42:01] iteration       64/  100000 | consumed samples:      1048576 | elapsed time per iteration (ms): 45872.7 | throughput per GPU (TFLOP/s/GPU): 356.9 | learning rate: 1.280000E-05 | global batch size: 16384 | lm loss: 7.453867E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 7.765 | num zeros: 262416592.0 | params norm: 13415.462 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:42:48] iteration       65/  100000 | consumed samples:      1064960 | elapsed time per iteration (ms): 46998.3 | throughput per GPU (TFLOP/s/GPU): 348.3 | learning rate: 1.300000E-05 | global batch size: 16384 | lm loss: 7.382499E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 6.229 | num zeros: 281752896.0 | params norm: 13415.459 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:43:34] iteration       66/  100000 | consumed samples:      1081344 | elapsed time per iteration (ms): 45911.0 | throughput per GPU (TFLOP/s/GPU): 356.6 | learning rate: 1.320000E-05 | global batch size: 16384 | lm loss: 7.334078E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 10.338 | num zeros: 270318048.0 | params norm: 13415.455 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:44:20] iteration       67/  100000 | consumed samples:      1097728 | elapsed time per iteration (ms): 45988.5 | throughput per GPU (TFLOP/s/GPU): 356.0 | learning rate: 1.340000E-05 | global batch size: 16384 | lm loss: 7.296767E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.877 | num zeros: 269480896.0 | params norm: 13415.452 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:45:06] iteration       68/  100000 | consumed samples:      1114112 | elapsed time per iteration (ms): 46665.9 | throughput per GPU (TFLOP/s/GPU): 350.8 | learning rate: 1.360000E-05 | global batch size: 16384 | lm loss: 7.207420E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.967 | num zeros: 279626208.0 | params norm: 13415.448 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:45:53] iteration       69/  100000 | consumed samples:      1130496 | elapsed time per iteration (ms): 46902.4 | throughput per GPU (TFLOP/s/GPU): 349.1 | learning rate: 1.380000E-05 | global batch size: 16384 | lm loss: 7.257204E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 9.811 | num zeros: 265808480.0 | params norm: 13415.444 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:46:39] iteration       70/  100000 | consumed samples:      1146880 | elapsed time per iteration (ms): 46052.0 | throughput per GPU (TFLOP/s/GPU): 355.5 | learning rate: 1.400000E-05 | global batch size: 16384 | lm loss: 7.158452E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.633 | num zeros: 273376096.0 | params norm: 13415.440 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:47:25] iteration       71/  100000 | consumed samples:      1163264 | elapsed time per iteration (ms): 46116.2 | throughput per GPU (TFLOP/s/GPU): 355.0 | learning rate: 1.420000E-05 | global batch size: 16384 | lm loss: 7.179967E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 5.283 | num zeros: 261981888.0 | params norm: 13415.436 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:48:11] iteration       72/  100000 | consumed samples:      1179648 | elapsed time per iteration (ms): 46094.4 | throughput per GPU (TFLOP/s/GPU): 355.2 | learning rate: 1.440000E-05 | global batch size: 16384 | lm loss: 7.112631E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.762 | num zeros: 284912000.0 | params norm: 13415.433 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:48:57] iteration       73/  100000 | consumed samples:      1196032 | elapsed time per iteration (ms): 45864.5 | throughput per GPU (TFLOP/s/GPU): 357.0 | learning rate: 1.460000E-05 | global batch size: 16384 | lm loss: 7.137270E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 9.432 | num zeros: 277530464.0 | params norm: 13415.428 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:49:44] iteration       74/  100000 | consumed samples:      1212416 | elapsed time per iteration (ms): 46464.4 | throughput per GPU (TFLOP/s/GPU): 352.3 | learning rate: 1.480000E-05 | global batch size: 16384 | lm loss: 7.124543E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 7.854 | num zeros: 270050368.0 | params norm: 13415.423 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:50:31] iteration       75/  100000 | consumed samples:      1228800 | elapsed time per iteration (ms): 47685.0 | throughput per GPU (TFLOP/s/GPU): 343.3 | learning rate: 1.500000E-05 | global batch size: 16384 | lm loss: 7.028664E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 5.934 | num zeros: 270918464.0 | params norm: 13415.417 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:51:18] iteration       76/  100000 | consumed samples:      1245184 | elapsed time per iteration (ms): 46360.4 | throughput per GPU (TFLOP/s/GPU): 353.1 | learning rate: 1.520000E-05 | global batch size: 16384 | lm loss: 7.037840E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 4.684 | num zeros: 276142720.0 | params norm: 13415.413 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:52:04] iteration       77/  100000 | consumed samples:      1261568 | elapsed time per iteration (ms): 45932.0 | throughput per GPU (TFLOP/s/GPU): 356.4 | learning rate: 1.540000E-05 | global batch size: 16384 | lm loss: 7.017095E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 4.685 | num zeros: 264257104.0 | params norm: 13415.408 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:52:51] iteration       78/  100000 | consumed samples:      1277952 | elapsed time per iteration (ms): 47209.1 | throughput per GPU (TFLOP/s/GPU): 346.8 | learning rate: 1.560000E-05 | global batch size: 16384 | lm loss: 7.016257E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 6.811 | num zeros: 260786464.0 | params norm: 13415.401 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:53:37] iteration       79/  100000 | consumed samples:      1294336 | elapsed time per iteration (ms): 45659.2 | throughput per GPU (TFLOP/s/GPU): 358.6 | learning rate: 1.580000E-05 | global batch size: 16384 | lm loss: 6.967201E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.733 | num zeros: 269634912.0 | params norm: 13415.395 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:54:22] iteration       80/  100000 | consumed samples:      1310720 | elapsed time per iteration (ms): 45855.7 | throughput per GPU (TFLOP/s/GPU): 357.0 | learning rate: 1.600000E-05 | global batch size: 16384 | lm loss: 6.934906E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 6.328 | num zeros: 267421360.0 | params norm: 13415.388 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:55:09] iteration       81/  100000 | consumed samples:      1327104 | elapsed time per iteration (ms): 46817.2 | throughput per GPU (TFLOP/s/GPU): 349.7 | learning rate: 1.620000E-05 | global batch size: 16384 | lm loss: 6.898649E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.717 | num zeros: 262085728.0 | params norm: 13415.381 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:55:56] iteration       82/  100000 | consumed samples:      1343488 | elapsed time per iteration (ms): 46858.2 | throughput per GPU (TFLOP/s/GPU): 349.4 | learning rate: 1.640000E-05 | global batch size: 16384 | lm loss: 6.848713E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 4.293 | num zeros: 257260224.0 | params norm: 13415.374 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:56:42] iteration       83/  100000 | consumed samples:      1359872 | elapsed time per iteration (ms): 45911.7 | throughput per GPU (TFLOP/s/GPU): 356.6 | learning rate: 1.660000E-05 | global batch size: 16384 | lm loss: 6.880853E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 9.521 | num zeros: 261611456.0 | params norm: 13415.367 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:57:28] iteration       84/  100000 | consumed samples:      1376256 | elapsed time per iteration (ms): 46072.2 | throughput per GPU (TFLOP/s/GPU): 355.3 | learning rate: 1.680000E-05 | global batch size: 16384 | lm loss: 6.884940E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 6.151 | num zeros: 274089152.0 | params norm: 13415.360 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:58:14] iteration       85/  100000 | consumed samples:      1392640 | elapsed time per iteration (ms): 46079.6 | throughput per GPU (TFLOP/s/GPU): 355.3 | learning rate: 1.700000E-05 | global batch size: 16384 | lm loss: 6.825082E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.033 | num zeros: 266679616.0 | params norm: 13415.352 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:59:00] iteration       86/  100000 | consumed samples:      1409024 | elapsed time per iteration (ms): 45769.6 | throughput per GPU (TFLOP/s/GPU): 357.7 | learning rate: 1.720000E-05 | global batch size: 16384 | lm loss: 6.760730E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 4.370 | num zeros: 263469072.0 | params norm: 13415.343 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 07:59:46] iteration       87/  100000 | consumed samples:      1425408 | elapsed time per iteration (ms): 46098.8 | throughput per GPU (TFLOP/s/GPU): 355.1 | learning rate: 1.740000E-05 | global batch size: 16384 | lm loss: 6.835610E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 8.558 | num zeros: 263615408.0 | params norm: 13415.335 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:00:33] iteration       88/  100000 | consumed samples:      1441792 | elapsed time per iteration (ms): 47097.0 | throughput per GPU (TFLOP/s/GPU): 347.6 | learning rate: 1.760000E-05 | global batch size: 16384 | lm loss: 6.762736E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.366 | num zeros: 264993184.0 | params norm: 13415.326 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:01:19] iteration       89/  100000 | consumed samples:      1458176 | elapsed time per iteration (ms): 46185.4 | throughput per GPU (TFLOP/s/GPU): 354.5 | learning rate: 1.780000E-05 | global batch size: 16384 | lm loss: 6.788325E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 6.026 | num zeros: 267910976.0 | params norm: 13415.317 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:02:05] iteration       90/  100000 | consumed samples:      1474560 | elapsed time per iteration (ms): 45675.6 | throughput per GPU (TFLOP/s/GPU): 358.4 | learning rate: 1.800000E-05 | global batch size: 16384 | lm loss: 6.754744E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.663 | num zeros: 259511824.0 | params norm: 13415.307 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:02:53] iteration       91/  100000 | consumed samples:      1490944 | elapsed time per iteration (ms): 47623.9 | throughput per GPU (TFLOP/s/GPU): 343.8 | learning rate: 1.820000E-05 | global batch size: 16384 | lm loss: 6.708877E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 6.405 | num zeros: 273346080.0 | params norm: 13415.296 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:03:38] iteration       92/  100000 | consumed samples:      1507328 | elapsed time per iteration (ms): 45597.4 | throughput per GPU (TFLOP/s/GPU): 359.0 | learning rate: 1.840000E-05 | global batch size: 16384 | lm loss: 6.731132E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 7.121 | num zeros: 246531888.0 | params norm: 13415.287 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:04:24] iteration       93/  100000 | consumed samples:      1523712 | elapsed time per iteration (ms): 45881.2 | throughput per GPU (TFLOP/s/GPU): 356.8 | learning rate: 1.860000E-05 | global batch size: 16384 | lm loss: 6.630352E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.501 | num zeros: 273022272.0 | params norm: 13415.277 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:05:11] iteration       94/  100000 | consumed samples:      1540096 | elapsed time per iteration (ms): 46903.0 | throughput per GPU (TFLOP/s/GPU): 349.1 | learning rate: 1.880000E-05 | global batch size: 16384 | lm loss: 6.624799E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 5.840 | num zeros: 259807232.0 | params norm: 13415.266 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:05:58] iteration       95/  100000 | consumed samples:      1556480 | elapsed time per iteration (ms): 47200.2 | throughput per GPU (TFLOP/s/GPU): 346.9 | learning rate: 1.900000E-05 | global batch size: 16384 | lm loss: 6.656947E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 5.676 | num zeros: 280518176.0 | params norm: 13415.255 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:06:45] iteration       96/  100000 | consumed samples:      1572864 | elapsed time per iteration (ms): 46803.2 | throughput per GPU (TFLOP/s/GPU): 349.8 | learning rate: 1.920000E-05 | global batch size: 16384 | lm loss: 6.579982E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.939 | num zeros: 263546896.0 | params norm: 13415.242 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:07:31] iteration       97/  100000 | consumed samples:      1589248 | elapsed time per iteration (ms): 45993.9 | throughput per GPU (TFLOP/s/GPU): 356.0 | learning rate: 1.940000E-05 | global batch size: 16384 | lm loss: 6.702313E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 11.039 | num zeros: 272232224.0 | params norm: 13415.230 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:08:17] iteration       98/  100000 | consumed samples:      1605632 | elapsed time per iteration (ms): 46055.6 | throughput per GPU (TFLOP/s/GPU): 355.5 | learning rate: 1.960000E-05 | global batch size: 16384 | lm loss: 6.692014E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 7.467 | num zeros: 258439840.0 | params norm: 13415.218 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:09:03] iteration       99/  100000 | consumed samples:      1622016 | elapsed time per iteration (ms): 45708.9 | throughput per GPU (TFLOP/s/GPU): 358.2 | learning rate: 1.980000E-05 | global batch size: 16384 | lm loss: 6.584738E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 4.284 | num zeros: 280207360.0 | params norm: 13415.205 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:09:49] iteration      100/  100000 | consumed samples:      1638400 | elapsed time per iteration (ms): 46423.0 | throughput per GPU (TFLOP/s/GPU): 352.7 | learning rate: 2.000000E-05 | global batch size: 16384 | lm loss: 6.573418E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.469 | num zeros: 277415008.0 | params norm: 13415.191 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 08:10:37] iteration      101/  100000 | consumed samples:      1654784 | elapsed time per iteration (ms): 48014.9 | throughput per GPU (TFLOP/s/GPU): 341.0 | learning rate: 2.020000E-05 | global batch size: 16384 | lm loss: 6.519741E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.428 | num zeros: 269112128.0 | params norm: 13415.177 | number of skipped iterations:   0 | number of nan iterations:   0 |
